Day,AQI
228,417.692517006803
229,301.616965226554
230,269.392413066386
231,231.242465753425
232,255.423919915701
233,244.199051633298
234,201.146048472076
235,228.394520547945
236,232.609062170706
237,214.08177028451
238,245.263119072708
239,229.354267650158
240,196.323709167545
241,220.78956796628
242,179.134984193888
243,193.540674394099
244,209.543835616438
245,183.998840885142
246,177.668598524763
247,180.926659641728
248,180.869863013699
249,229.145626975764
250,220.622655426765
251,222.20832455216
252,213.581032665964
253,212.798630136986
254,213.090727081138
255,198.02760800843
256,222.104004214963
257,258.031928345627
258,235.477871443625
259,217.899894625922
260,193.081138040042
261,190.79894625922
262,214.311275026344
263,215.124973656481
264,183.704531085353
265,193.989884088514
266,195.306533192835
267,216.794099051633
268,227.87291886196
269,225.901264488936
270,190.876396206533
271,181.732139093783
272,192.373761854584
273,301.450052687039
274,315.254101640656
275,214.864172813488
276,178.825184404636
277,159.550474183351
278,169.180084299262
279,173.816754478398
280,195.017386722866
281,231.628451001054
282,260.379135932561
283,211.94320337197
284,203.46195995785
285,184.623603793467
286,197.356375131718
287,189.048577449947
288,159.746680716544
289,173.057744994731
290,189.528767123288
291,178.685774499473
292,203.764488935722
293,247.453846153846
294,177.715068493151
295,179.171127502634
296,177.740885142255
297,198.967334035827
298,202.710853530032
299,298.800316122234
300,192.022655426765
301,196.468282402529
302,191.774815595364
303,181.350052687039
304,172.236775553214
305,185.578819810327
306,162.111485774499
307,177.704741833509
308,188.1708113804
309,187.891991570074
310,176.326132771338
311,192.332455216017
312,177.358798735511
313,184.034984193888
314,180.761433087461
315,182.356902002107
316,180.725289778714
317,171.106006322445
318,166.386722866175
319,169.861643835616
320,175.969863013699
321,175.665226554268
322,174.224657534247
323,169.577660695469
324,168.02866174921
325,172.257428872497
326,173.011275026344
327,194.686933614331
328,185.439409905163
329,174.802950474183
330,163.836037934668
331,167.739515279241
332,164.703477344573
333,163.149315068493
334,175.804636459431
335,550.70956382553
336,301.358343337335
337,180.498103266596
338,438.126050420168
339,364.466586634654
340,240.652160168599
341,347.528891556623
342,387.480192076831
343,161.600316122234
344,172.69114857745
345,223.960906217071
346,157.732982086407
347,180.048893572181
348,185.165753424658
349,198.647207586934
350,179.258904109589
351,175.85626975764
352,189.451317175975
353,180.539409905163
354,169.8822971549
355,179.604847207587
356,196.525079030559
357,180.513593256059
358,191.139726027397
359,205.485774499473
360,188.780084299262
361,194.960590094837
362,213.508008429926
363,212.965542676502
364,199.808956796628
365,202.189251844046
366,231.159009483667
367,208.020758693361
368,234.090410958904
369,270.925922023182
370,509.874349739896
371,308.803921568627
372,208.166807165437
373,282.275974710221
374,236.771443624868
375,192.249841938883
376,173.310748155954
377,217.899894625922
378,244.783245521602
379,232.692518440464
380,223.095047418335
381,307.195358143257
382,224.586828240253
383,197.258271865121
384,213.163751317176
385,219.3708113804
386,264.092939936776
387,255.663856691254
388,458.925890356142
389,498.176430572229
390,456.465266106443
391,395.124849939976
392,347.919087635054
393,431.691796718688
394,391.804201680672
395,281.368387776607
396,247.67291886196
397,271.593572181243
398,220.330558482613
399,220.643519494204
400,217.054899894626
401,234.465964172814
402,229.145626975764
403,244.219915700738
404,248.893466807165
405,242.498630136986
406,252.680295047418
407,284.81095890411
408,271.468387776607
409,209.324762908325
410,238.81612223393
411,300.521601685985
412,256.404531085353
413,244.522444678609
414,313.358863545418
415,330.447859143657
416,303.379978925184
417,195.642149631191
418,182.893888303477
419,190.520126448894
420,212.214436248683
421,256.425395152792
422,249.164699683878
423,175.809799789252
424,191.940042149631
425,182.981664910432
426,190.747312961012
427,187.633825079031
428,180.952476290832
429,193.473551106428
430,229.698524762908
431,293.792939936776
432,302.935054021609
433,230.512223393045
434,209.648155953635
435,227.893782929399
436,338.761424569828
437,264.614541622761
438,259.951422550053
439,333.545538215286
440,330.360264105642
441,327.151100440176
442,324.356022408964
443,330.033773509404
444,301.629091636655
445,276.027186512118
446,253.493993677555
447,279.85574288725
448,306.287555022009
449,250.458271865121
450,266.450579557429
451,279.261116965227
452,253.994731296101
453,240.819072708114
454,246.014225500527
455,287.596311907271
456,262.622023182297
457,266.857428872497
458,234.330347734457
459,272.845416227608
460,310.484153661465
461,334.548899559824
462,303.53645943098
463,262.455110642782
464,313.088115246098
465,240.109694415174
466,198.125711275026
467,181.205479452055
468,185.392939936776
469,222.969863013699
470,203.326343519494
471,227.100948366702
472,211.859747102213
473,193.277344573235
474,196.494099051633
475,202.78387776607
476,191.862592202318
477,203.962697576396
478,217.555637513172
479,209.742044257113
480,193.339304531085
481,263.957323498419
482,253.33751317176
483,300.532033719705
484,198.192834562698
485,158.497154899895
486,171.431296101159
487,167.001159114858
488,173.248788198103
489,186.384299262381
490,192.23435194942
491,197.769441517387
492,216.262065331928
493,229.437723919916
494,275.432560590095
495,239.056059009484
496,214.478187565859
497,198.228977871444
498,174.457007376185
499,156.886195995785
500,165.834246575342
501,191.237829293994
502,193.912434141201
503,186.776712328767
504,169.954583772392
505,165.947839831401
506,160.701896733404
507,160.836143308746
508,166.257639620653
509,185.831822971549
510,184.928240252898
511,163.242255005269
512,170.501896733404
513,173.130031612223
514,168.008008429926
515,181.076396206533
516,184.065964172813
517,181.41717597471
518,169.655110642782
519,166.77397260274
520,169.092307692308
521,193.421917808219
522,197.914014752371
523,176.09894625922
524,165.250790305585
525,179.078187565859
526,182.496311907271
527,182.382718651212
528,190.277449947313
529,197.996628029505
530,181.8354056902
531,181.179662802951
532,177.94741833509
533,175.882086406744
534,165.10105374078
535,166.195679662803
536,168.338461538462
537,190.706006322445
538,169.443414120126
539,153.369968387777
540,153.406111696523
541,156.705479452055
542,185.026343519494
543,137.885427135678
544,153.127291886196
545,177.5291886196
546,176.811485774499
547,175.13856691254
548,176.006006322445
549,169.051001053741
550,174.870073761855
551,183.518651211802
552,187.57186512118
553,228.446680716544
554,173.909694415174
555,185.785353003161
556,195.616332982086
557,189.177660695469
558,218.129399367755
559,180.033403582719
560,171.322866174921
561,173.099051633298
562,161.920442571128
563,154.573024236038
564,163.928977871444
565,128.65175879397
566,143.080904522613
567,163.273234984194
568,170.24373024236
569,180.04373024236
570,156.633192834563
571,164.724130663857
572,167.806638566913
573,189.332560590095
574,191.041622760801
575,174.296944151739
576,156.049736564805
577,162.287038988409
578,170.377976817703
579,187.633825079031
580,170.057850368809
581,178.943940990516
582,161.982402528978
583,170.088830347734
584,179.021390937829
585,198.063751317176
586,180.931822971549
587,174.389884088514
588,181.066069546891
589,193.194731296101
590,199.313277133825
591,188.950474183351
592,167.140569020021
593,165.565753424658
594,173.393361433087
595,151.428556375132
596,156.922339304531
597,155.326870389884
598,154.991253951528
599,156.937829293994
600,158.605584826133
601,161.321496311907
602,169.577660695469
603,290.955426765016
604,428.721528611445
605,374.062224889956
606,282.515911485774
607,214.551211801897
608,182.511801896733
609,156.984299262381
610,159.467860906217
611,164.729293993678
612,179.274394099052
613,167.569125395153
614,180.560063224447
615,163.722444678609
616,171.581032665964
617,164.915173867229
618,151.407903055848
619,111.218592964824
620,85.068669527897
621,130.473869346734
622,129.094974874372
623,151.36143308746
624,153.710748155954
625,159.411064278188
626,151.893256059009
627,165.033930453109
628,166.231822971549
629,170.527713382508
630,168.405584826133
631,154.898314014752
632,149.285929648241
633,157.283772391992
634,121.486432160804
635,152.678082191781
636,127.765326633166
637,150.098492462312
638,143.721105527638
639,151.077449947313
640,143.671859296482
641,149.803015075377
642,154.067017913593
643,113.114572864322
644,132.369849246231
645,158.306111696523
646,151.759009483667
647,142.292964824121
648,96.3618025751073
649,126.558793969849
650,160.8
651,164.631190727081
652,172.469125395153
653,170.161116965227
654,190.117386722866
655,182.542781875659
656,186.151949420443
657,180.141833508957
658,161.481559536354
659,155.936143308746
660,133.970351758794
661,143.499497487437
662,153.700421496312
663,135.718592964824
664,124.638190954774
665,152.559325605901
666,154.588514225501
667,156.13751317176
668,151.851949420443
669,131.705025125628
670,131.089447236181
671,155.822550052687
672,166.970179135933
673,129.365829145729
674,135.76783919598
675,145.863316582915
676,138.205527638191
677,126.238693467337
678,127.617587939698
679,134.856783919598
680,132.862311557789
681,117.792964824121
682,152.781348788198
683,168.369441517387
684,155.987776606955
685,144.410552763819
686,153.406111696523
687,160.417913593256
688,157.681348788198
689,156.97397260274
690,151.660906217071
691,143.474874371859
692,128.52864321608
693,156.220126448894
694,143.573366834171
695,146.454271356784
696,154.211591148577
697,152.368282402529
698,152.440569020021
699,156.070389884089
700,166.934035827187
701,166.934035827187
702,163.453951527924
703,169.097471022129
704,159.292307692308
705,151.578292939937
706,151.609272918862
707,128.380904522613
708,44.875
709,64.5854077253219
710,170.032033719705
711,179.449947312961
712,184.675237091675
713,165.333403582719
714,179.997260273973
715,176.775342465753
716,178.933614330875
717,180.265753424658
718,194.547523709168
719,174.591253951528
720,176.620442571128
721,189.100210748156
722,187.902318229715
723,179.615173867229
724,169.154267650158
725,171.188619599579
726,196.008746048472
727,182.263962065332
728,203.670600632244
729,197.924341412013
730,183.849104320337
731,207.071443624868
732,196.860695468915
733,213.560168598525
734,208.803161222339
735,195.063856691254
736,191.175869336143
737,234.518124341412
738,224.409483667018
739,287.220758693361
740,248.997787144362
741,252.774183350896
742,239.003898840885
743,206.852370916754
744,190.008956796628
745,201.771970495258
746,188.367017913593
747,178.097154899895
748,174.384720758693
749,276.569652265543
750,188.88335089568
751,193.458061116965
752,443.748059223689
753,291.779557428873
754,248.006743940991
755,237.178292939937
756,263.779978925184
757,228.509272918862
758,178.458587987355
759,174.606743940991
760,186.461749209694
761,181.59789251844
762,189.807586933614
763,193.101791359326
764,223.97133825079
765,214.300842992624
766,193.179241306639
767,242.884615384615
768,178.417281348788
769,176.677239199157
770,189.926343519494
771,176.320969441517
772,174.173024236038
773,190.107060063224
774,175.298630136986
775,163.402318229716
776,161.832665964173
777,166.619072708114
778,187.215595363541
779,179.635827186512
780,170.811696522655
781,168.15258166491
782,173.894204425711
783,180.973129610116
784,177.999051633298
785,190.385879873551
786,204.463435194942
787,159.84478398314
788,159.158061116965
789,164.538250790306
790,171.963119072708
791,185.057323498419
792,196.127502634352
793,200.005163329821
794,282.808008429926
795,305.184720758693
796,306.757382953181
797,285.14478398314
798,362.236894757903
799,304.830031612223
800,225.202318229715
